time (s),x (m),z (m),V (m/s),gamma_Deg (deg),theta_deg (deg),q_deg_s (deg/s),alpha_deg (deg),lift (N),drag (N),pitch_moment (N.m),density (kg/m^3), L/D ratio
8.330000,694.966393,922.244388,83.397220,-9.022238,-3.137323,-0.004810,5.884915,1160.307680,185.985691,0.001718,1.120167,6.238693
8.340000,695.790046,922.113606,83.397099,-9.022348,-3.137371,-0.004755,5.884977,1160.331383,185.988990,0.001706,1.120181,6.238710
8.350000,696.613698,921.982822,83.396979,-9.022456,-3.137418,-0.004701,5.885038,1160.354922,185.992269,0.001695,1.120196,6.238727
8.360000,697.437348,921.852037,83.396858,-9.022563,-3.137465,-0.004647,5.885098,1160.378296,185.995528,0.001683,1.120210,6.238743
8.370000,698.260997,921.721250,83.396738,-9.022669,-3.137511,-0.004594,5.885158,1160.401508,185.998768,0.001671,1.120224,6.238759
8.380000,699.084645,921.590462,83.396617,-9.022774,-3.137557,-0.004541,5.885217,1160.424558,186.001988,0.001660,1.120239,6.238775
8.390000,699.908291,921.459673,83.396497,-9.022877,-3.137602,-0.004488,5.885275,1160.447447,186.005189,0.001649,1.120253,6.238791
8.400000,700.731935,921.328883,83.396376,-9.022978,-3.137647,-0.004436,5.885332,1160.470177,186.008372,0.001637,1.120267,6.238806
8.410000,701.555579,921.198091,83.396255,-9.023079,-3.137691,-0.004384,5.885388,1160.492748,186.011535,0.001626,1.120282,6.238821
8.420000,702.379220,921.067298,83.396134,-9.023178,-3.137734,-0.004332,5.885444,1160.515162,186.014679,0.001615,1.120296,6.238836
8.430000,703.202861,920.936504,83.396013,-9.023276,-3.137777,-0.004281,5.885498,1160.537420,186.017805,0.001604,1.120311,6.238851
8.440000,704.026500,920.805709,83.395891,-9.023372,-3.137820,-0.004230,5.885552,1160.559522,186.020912,0.001592,1.120325,6.238866
8.450000,704.850137,920.674913,83.395770,-9.023467,-3.137862,-0.004180,5.885606,1160.581471,186.024000,0.001581,1.120339,6.238880
8.460000,705.673773,920.544115,83.395649,-9.023561,-3.137904,-0.004130,5.885658,1160.603266,186.027070,0.001570,1.120354,6.238894
8.470000,706.497408,920.413316,83.395527,-9.023654,-3.137945,-0.004080,5.885710,1160.624910,186.030122,0.001560,1.120368,6.238908
8.480000,707.321041,920.282516,83.395406,-9.023746,-3.137985,-0.004030,5.885761,1160.646403,186.033156,0.001549,1.120382,6.238922
8.490000,708.144673,920.151715,83.395284,-9.023836,-3.138025,-0.003981,5.885811,1160.667745,186.036172,0.001538,1.120397,6.238936
8.500000,708.968303,920.020913,83.395162,-9.023925,-3.138065,-0.003933,5.885860,1160.688939,186.039171,0.001527,1.120411,6.238949
8.510000,709.791932,919.890110,83.395040,-9.024013,-3.138104,-0.003884,5.885909,1160.709985,186.042151,0.001517,1.120426,6.238962
8.520000,710.615560,919.759305,83.394918,-9.024099,-3.138142,-0.003836,5.885957,1160.730885,186.045114,0.001506,1.120440,6.238975
8.530000,711.439186,919.628500,83.394796,-9.024185,-3.138181,-0.003788,5.886004,1160.751638,186.048059,0.001496,1.120454,6.238988
8.540000,712.262811,919.497694,83.394674,-9.024269,-3.138218,-0.003741,5.886051,1160.772247,186.050987,0.001485,1.120469,6.239001
8.550000,713.086435,919.366886,83.394552,-9.024352,-3.138255,-0.003694,5.886096,1160.792711,186.053898,0.001475,1.120483,6.239013
8.560000,713.910057,919.236078,83.394429,-9.024433,-3.138292,-0.003647,5.886141,1160.813033,186.056792,0.001465,1.120497,6.239025
8.570000,714.733677,919.105268,83.394307,-9.024514,-3.138328,-0.003600,5.886186,1160.833213,186.059669,0.001454,1.120512,6.239037
8.580000,715.557297,918.974458,83.394184,-9.024594,-3.138364,-0.003554,5.886229,1160.853253,186.062528,0.001444,1.120526,6.239049
8.590000,716.380914,918.843647,83.394062,-9.024672,-3.138399,-0.003508,5.886272,1160.873152,186.065371,0.001434,1.120540,6.239061
8.600000,717.204531,918.712835,83.393939,-9.024749,-3.138434,-0.003463,5.886315,1160.892912,186.068198,0.001424,1.120555,6.239072
8.610000,718.028146,918.582022,83.393816,-9.024825,-3.138469,-0.003418,5.886356,1160.912535,186.071007,0.001414,1.120569,6.239083
8.620000,718.851760,918.451208,83.393693,-9.024900,-3.138503,-0.003373,5.886397,1160.932020,186.073801,0.001404,1.120584,6.239094
8.630000,719.675372,918.320393,83.393570,-9.024973,-3.138536,-0.003328,5.886437,1160.951369,186.076578,0.001394,1.120598,6.239105
8.640000,720.498983,918.189577,83.393446,-9.025046,-3.138569,-0.003284,5.886477,1160.970583,186.079339,0.001384,1.120612,6.239116
8.650000,721.322592,918.058761,83.393323,-9.025118,-3.138602,-0.003240,5.886516,1160.989663,186.082083,0.001375,1.120627,6.239127
8.660000,722.146201,917.927943,83.393200,-9.025188,-3.138634,-0.003197,5.886554,1161.008609,186.084812,0.001365,1.120641,6.239137
8.670000,722.969807,917.797125,83.393076,-9.025257,-3.138666,-0.003153,5.886592,1161.027423,186.087525,0.001355,1.120655,6.239147
8.680000,723.793413,917.666306,83.392952,-9.025326,-3.138697,-0.003110,5.886628,1161.046105,186.090222,0.001346,1.120670,6.239157
8.690000,724.617017,917.535486,83.392829,-9.025393,-3.138728,-0.003068,5.886665,1161.064657,186.092903,0.001336,1.120684,6.239167
8.700000,725.440620,917.404666,83.392705,-9.025459,-3.138758,-0.003025,5.886700,1161.083079,186.095569,0.001327,1.120699,6.239176
8.710000,726.264221,917.273844,83.392581,-9.025524,-3.138788,-0.002983,5.886735,1161.101372,186.098219,0.001318,1.120713,6.239186
8.720000,727.087821,917.143022,83.392457,-9.025588,-3.138818,-0.002941,5.886770,1161.119537,186.100854,0.001308,1.120727,6.239195
8.730000,727.911419,917.012200,83.392332,-9.025651,-3.138847,-0.002900,5.886803,1161.137575,186.103473,0.001299,1.120742,6.239204
8.740000,728.735016,916.881376,83.392208,-9.025712,-3.138876,-0.002859,5.886836,1161.155487,186.106078,0.001290,1.120756,6.239213
8.750000,729.558612,916.750552,83.392084,-9.025773,-3.138904,-0.002818,5.886869,1161.173273,186.108667,0.001281,1.120770,6.239222
8.760000,730.382207,916.619727,83.391959,-9.025833,-3.138932,-0.002777,5.886901,1161.190935,186.111242,0.001272,1.120785,6.239230
8.770000,731.205800,916.488902,83.391834,-9.025892,-3.138960,-0.002737,5.886932,1161.208473,186.113801,0.001263,1.120799,6.239239
8.780000,732.029391,916.358076,83.391710,-9.025950,-3.138987,-0.002697,5.886962,1161.225888,186.116346,0.001254,1.120814,6.239247
8.790000,732.852982,916.227249,83.391585,-9.026006,-3.139014,-0.002657,5.886992,1161.243182,186.118876,0.001245,1.120828,6.239255
8.800000,733.676571,916.096422,83.391460,-9.026062,-3.139040,-0.002617,5.887022,1161.260354,186.121392,0.001236,1.120842,6.239263
8.810000,734.500158,915.965594,83.391334,-9.026117,-3.139066,-0.002578,5.887051,1161.277406,186.123893,0.001228,1.120857,6.239271
8.820000,735.323745,915.834765,83.391209,-9.026171,-3.139092,-0.002539,5.887079,1161.294338,186.126380,0.001219,1.120871,6.239279
8.830000,736.147330,915.703936,83.391084,-9.026224,-3.139117,-0.002501,5.887107,1161.311152,186.128852,0.001210,1.120885,6.239286
8.840000,736.970913,915.573107,83.390958,-9.026275,-3.139142,-0.002462,5.887134,1161.327848,186.131310,0.001202,1.120900,6.239293
8.850000,737.794495,915.442277,83.390833,-9.026326,-3.139166,-0.002424,5.887160,1161.344426,186.133754,0.001193,1.120914,6.239300
8.860000,738.618076,915.311446,83.390707,-9.026376,-3.139190,-0.002386,5.887186,1161.360889,186.136185,0.001185,1.120929,6.239307
8.870000,739.441656,915.180615,83.390581,-9.026425,-3.139214,-0.002349,5.887211,1161.377236,186.138601,0.001176,1.120943,6.239314
8.880000,740.265234,915.049783,83.390455,-9.026473,-3.139237,-0.002311,5.887236,1161.393468,186.141004,0.001168,1.120957,6.239321
8.890000,741.088810,914.918951,83.390329,-9.026520,-3.139260,-0.002274,5.887260,1161.409587,186.143392,0.001160,1.120972,6.239327
8.900000,741.912386,914.788118,83.390203,-9.026567,-3.139283,-0.002238,5.887284,1161.425592,186.145768,0.001152,1.120986,6.239334
8.910000,742.735960,914.657285,83.390077,-9.026612,-3.139305,-0.002201,5.887307,1161.441485,186.148129,0.001144,1.121000,6.239340
8.920000,743.559533,914.526451,83.389950,-9.026656,-3.139327,-0.002165,5.887329,1161.457266,186.150478,0.001135,1.121015,6.239346
8.930000,744.383104,914.395617,83.389824,-9.026700,-3.139348,-0.002129,5.887351,1161.472936,186.152812,0.001127,1.121029,6.239352
8.940000,745.206674,914.264783,83.389697,-9.026742,-3.139369,-0.002093,5.887373,1161.488496,186.155134,0.001119,1.121044,6.239358
8.950000,746.030243,914.133948,83.389570,-9.026784,-3.139390,-0.002057,5.887394,1161.503947,186.157443,0.001111,1.121058,6.239363
8.960000,746.853810,914.003113,83.389443,-9.026825,-3.139411,-0.002022,5.887414,1161.519290,186.159738,0.001103,1.121072,6.239369
8.970000,747.677376,913.872277,83.389316,-9.026865,-3.139431,-0.001987,5.887434,1161.534524,186.162020,0.001096,1.121087,6.239374
8.980000,748.500941,913.741441,83.389189,-9.026904,-3.139450,-0.001952,5.887453,1161.549652,186.164290,0.001088,1.121101,6.239379
8.990000,749.324504,913.610605,83.389062,-9.026942,-3.139470,-0.001918,5.887472,1161.564673,186.166547,0.001080,1.121115,6.239385
9.000000,750.148066,913.479768,83.388934,-9.026979,-3.139489,-0.001884,5.887490,1161.579588,186.168791,0.001072,1.121130,6.239389
9.010000,750.971626,913.348931,83.388807,-9.027015,-3.139507,-0.001850,5.887508,1161.594399,186.171022,0.001065,1.121144,6.239394
9.020000,751.795186,913.218094,83.388679,-9.027051,-3.139526,-0.001816,5.887525,1161.609105,186.173241,0.001057,1.121159,6.239399
9.030000,752.618744,913.087256,83.388551,-9.027086,-3.139544,-0.001782,5.887542,1161.623708,186.175447,0.001050,1.121173,6.239403
9.040000,753.442300,912.956418,83.388423,-9.027119,-3.139561,-0.001749,5.887558,1161.638208,186.177641,0.001042,1.121187,6.239408
9.050000,754.265855,912.825580,83.388295,-9.027152,-3.139579,-0.001716,5.887574,1161.652606,186.179823,0.001035,1.121202,6.239412
9.060000,755.089409,912.694742,83.388167,-9.027185,-3.139596,-0.001683,5.887589,1161.666902,186.181992,0.001027,1.121216,6.239416
9.070000,755.912962,912.563903,83.388039,-9.027216,-3.139612,-0.001651,5.887604,1161.681098,186.184149,0.001020,1.121230,6.239420
9.080000,756.736513,912.433064,83.387910,-9.027247,-3.139629,-0.001618,5.887618,1161.695193,186.186294,0.001013,1.121245,6.239424
9.090000,757.560063,912.302225,83.387782,-9.027276,-3.139645,-0.001586,5.887632,1161.709190,186.188427,0.001006,1.121259,6.239427
9.100000,758.383611,912.171385,83.387653,-9.027305,-3.139660,-0.001554,5.887645,1161.723087,186.190549,0.000998,1.121274,6.239431
9.110000,759.207159,912.040546,83.387524,-9.027333,-3.139676,-0.001523,5.887658,1161.736887,186.192658,0.000991,1.121288,6.239434
9.120000,760.030704,911.909706,83.387396,-9.027361,-3.139691,-0.001491,5.887670,1161.750589,186.194756,0.000984,1.121302,6.239438
9.130000,760.854249,911.778866,83.387266,-9.027387,-3.139706,-0.001460,5.887682,1161.764195,186.196842,0.000977,1.121317,6.239441
9.140000,761.677792,911.648026,83.387137,-9.027413,-3.139720,-0.001429,5.887693,1161.777705,186.198916,0.000970,1.121331,6.239444
9.150000,762.501334,911.517185,83.387008,-9.027438,-3.139734,-0.001398,5.887704,1161.791119,186.200979,0.000963,1.121346,6.239447
9.160000,763.324875,911.386345,83.386878,-9.027463,-3.139748,-0.001368,5.887715,1161.804439,186.203031,0.000956,1.121360,6.239450
9.170000,764.148414,911.255504,83.386749,-9.027486,-3.139762,-0.001337,5.887724,1161.817664,186.205071,0.000950,1.121374,6.239452
9.180000,764.971952,911.124664,83.386619,-9.027509,-3.139775,-0.001307,5.887734,1161.830797,186.207100,0.000943,1.121389,6.239455
9.190000,765.795488,910.993823,83.386489,-9.027531,-3.139788,-0.001277,5.887743,1161.843836,186.209118,0.000936,1.121403,6.239457
9.200000,766.619023,910.862982,83.386359,-9.027552,-3.139800,-0.001248,5.887752,1161.856783,186.211124,0.000929,1.121417,6.239460
9.210000,767.442557,910.732141,83.386229,-9.027572,-3.139813,-0.001218,5.887760,1161.869639,186.213120,0.000923,1.121432,6.239462
9.220000,768.266090,910.601299,83.386099,-9.027592,-3.139825,-0.001189,5.887768,1161.882404,186.215104,0.000916,1.121446,6.239464
9.230000,769.089621,910.470458,83.385969,-9.027611,-3.139836,-0.001160,5.887775,1161.895079,186.217078,0.000909,1.121461,6.239466
9.240000,769.913151,910.339617,83.385838,-9.027629,-3.139848,-0.001131,5.887782,1161.907664,186.219040,0.000903,1.121475,6.239468
9.250000,770.736679,910.208776,83.385708,-9.027647,-3.139859,-0.001102,5.887788,1161.920160,186.220992,0.000896,1.121489,6.239469
9.260000,771.560207,910.077934,83.385577,-9.027664,-3.139870,-0.001074,5.887794,1161.932567,186.222934,0.000890,1.121504,6.239471
9.270000,772.383732,909.947093,83.385446,-9.027680,-3.139880,-0.001046,5.887800,1161.944887,186.224864,0.000884,1.121518,6.239472
9.280000,773.207257,909.816251,83.385315,-9.027695,-3.139891,-0.001018,5.887805,1161.957119,186.226784,0.000877,1.121533,6.239474
9.290000,774.030780,909.685410,83.385184,-9.027710,-3.139901,-0.000990,5.887809,1161.969265,186.228694,0.000871,1.121547,6.239475
9.300000,774.854302,909.554568,83.385052,-9.027724,-3.139911,-0.000962,5.887814,1161.981325,186.230593,0.000865,1.121561,6.239476
9.310000,775.677823,909.423727,83.384921,-9.027738,-3.139920,-0.000935,5.887817,1161.993299,186.232482,0.000859,1.121576,6.239477
9.320000,776.501342,909.292885,83.384789,-9.027750,-3.139929,-0.000907,5.887821,1162.005188,186.234361,0.000852,1.121590,6.239478
9.330000,777.324860,909.162044,83.384658,-9.027762,-3.139938,-0.000880,5.887824,1162.016994,186.236229,0.000846,1.121604,6.239479
9.340000,778.148376,909.031203,83.384526,-9.027774,-3.139947,-0.000854,5.887827,1162.028715,186.238088,0.000840,1.121619,6.239479
9.350000,778.971892,908.900361,83.384394,-9.027784,-3.139955,-0.000827,5.887829,1162.040353,186.239936,0.000834,1.121633,6.239480
9.360000,779.795406,908.769520,83.384262,-9.027794,-3.139963,-0.000801,5.887831,1162.051909,186.241774,0.000828,1.121648,6.239480
9.370000,780.618918,908.638679,83.384129,-9.027803,-3.139971,-0.000774,5.887832,1162.063383,186.243602,0.000822,1.121662,6.239481
9.380000,781.442429,908.507838,83.383997,-9.027812,-3.139979,-0.000748,5.887833,1162.074775,186.245421,0.000816,1.121676,6.239481
9.390000,782.265939,908.376997,83.383865,-9.027820,-3.139986,-0.000722,5.887834,1162.086086,186.247230,0.000810,1.121691,6.239481
9.400000,783.089448,908.246156,83.383732,-9.027827,-3.139993,-0.000697,5.887834,1162.097317,186.249028,0.000804,1.121705,6.239481
9.410000,783.912955,908.115315,83.383599,-9.027834,-3.140000,-0.000671,5.887834,1162.108468,186.250818,0.000799,1.121719,6.239481
9.420000,784.736461,907.984474,83.383466,-9.027840,-3.140007,-0.000646,5.887833,1162.119540,186.252597,0.000793,1.121734,6.239481
9.430000,785.559966,907.853634,83.383333,-9.027846,-3.140013,-0.000621,5.887833,1162.130534,186.254367,0.000787,1.121748,6.239481
9.440000,786.383469,907.722793,83.383200,-9.027850,-3.140019,-0.000596,5.887831,1162.141449,186.256128,0.000781,1.121763,6.239480
9.450000,787.206971,907.591953,83.383067,-9.027855,-3.140025,-0.000571,5.887830,1162.152286,186.257879,0.000776,1.121777,6.239480
9.460000,788.030472,907.461113,83.382933,-9.027858,-3.140031,-0.000546,5.887828,1162.163046,186.259621,0.000770,1.121791,6.239479
9.470000,788.853971,907.330273,83.382799,-9.027861,-3.140036,-0.000522,5.887825,1162.173730,186.261354,0.000765,1.121806,6.239479
9.480000,789.677469,907.199433,83.382666,-9.027864,-3.140041,-0.000498,5.887822,1162.184338,186.263077,0.000759,1.121820,6.239478
9.490000,790.500966,907.068593,83.382532,-9.027865,-3.140046,-0.000473,5.887819,1162.194870,186.264791,0.000754,1.121835,6.239477
9.500000,791.324461,906.937754,83.382398,-9.027866,-3.140051,-0.000450,5.887816,1162.205327,186.266496,0.000748,1.121849,6.239476
9.510000,792.147955,906.806915,83.382263,-9.027867,-3.140055,-0.000426,5.887812,1162.215709,186.268192,0.000743,1.121863,6.239475
9.520000,792.971448,906.676076,83.382129,-9.027867,-3.140059,-0.000402,5.887808,1162.226018,186.269880,0.000737,1.121878,6.239474
9.530000,793.794939,906.545237,83.381995,-9.027866,-3.140063,-0.000379,5.887803,1162.236253,186.271558,0.000732,1.121892,6.239472
9.540000,794.618429,906.414398,83.381860,-9.027865,-3.140067,-0.000356,5.887798,1162.246415,186.273227,0.000727,1.121907,6.239471
9.550000,795.441918,906.283560,83.381725,-9.027863,-3.140070,-0.000333,5.887793,1162.256504,186.274887,0.000721,1.121921,6.239470
9.560000,796.265405,906.152722,83.381590,-9.027861,-3.140073,-0.000310,5.887788,1162.266522,186.276539,0.000716,1.121935,6.239468
9.570000,797.088891,906.021884,83.381455,-9.027858,-3.140076,-0.000287,5.887782,1162.276468,186.278182,0.000711,1.121950,6.239466
9.580000,797.912376,905.891046,83.381320,-9.027854,-3.140079,-0.000264,5.887775,1162.286343,186.279817,0.000706,1.121964,6.239465
9.590000,798.735860,905.760209,83.381185,-9.027850,-3.140082,-0.000242,5.887769,1162.296147,186.281442,0.000701,1.121978,6.239463
9.600000,799.559342,905.629372,83.381049,-9.027846,-3.140084,-0.000220,5.887762,1162.305881,186.283060,0.000696,1.121993,6.239461
9.610000,800.382822,905.498535,83.380914,-9.027841,-3.140086,-0.000198,5.887755,1162.315546,186.284669,0.000691,1.122007,6.239459
9.620000,801.206302,905.367699,83.380778,-9.027835,-3.140088,-0.000176,5.887747,1162.325142,186.286269,0.000686,1.122022,6.239457
9.630000,802.029780,905.236863,83.380642,-9.027828,-3.140089,-0.000154,5.887739,1162.334669,186.287861,0.000681,1.122036,6.239455
9.640000,802.853257,905.106027,83.380506,-9.027822,-3.140091,-0.000133,5.887731,1162.344128,186.289445,0.000676,1.122050,6.239452
9.650000,803.676732,904.975191,83.380370,-9.027814,-3.140092,-0.000111,5.887722,1162.353519,186.291021,0.000671,1.122065,6.239450
9.660000,804.500206,904.844356,83.380234,-9.027806,-3.140093,-0.000090,5.887713,1162.362843,186.292588,0.000666,1.122079,6.239448
9.670000,805.323679,904.713521,83.380097,-9.027798,-3.140094,-0.000069,5.887704,1162.372100,186.294147,0.000661,1.122094,6.239445
9.680000,806.147150,904.582686,83.379961,-9.027789,-3.140095,-0.000048,5.887694,1162.381291,186.295699,0.000656,1.122108,6.239442
9.690000,806.970621,904.451852,83.379824,-9.027779,-3.140095,-0.000027,5.887685,1162.390416,186.297242,0.000651,1.122122,6.239440
9.700000,807.794089,904.321018,83.379687,-9.027769,-3.140095,-0.000006,5.887674,1162.399475,186.298777,0.000647,1.122137,6.239437
9.710000,808.617557,904.190185,83.379550,-9.027759,-3.140095,0.000014,5.887664,1162.408470,186.300305,0.000642,1.122151,6.239434
9.720000,809.441023,904.059352,83.379413,-9.027748,-3.140095,0.000034,5.887653,1162.417400,186.301824,0.000637,1.122165,6.239431
9.730000,810.264488,903.928519,83.379275,-9.027736,-3.140094,0.000055,5.887642,1162.426266,186.303336,0.000632,1.122180,6.239428
9.740000,811.087951,903.797687,83.379138,-9.027724,-3.140094,0.000075,5.887631,1162.435068,186.304840,0.000628,1.122194,6.239425
9.750000,811.911413,903.666855,83.379000,-9.027712,-3.140093,0.000095,5.887619,1162.443807,186.306336,0.000623,1.122209,6.239422
9.760000,812.734874,903.536023,83.378862,-9.027699,-3.140092,0.000114,5.887607,1162.452483,186.307824,0.000619,1.122223,6.239418
9.770000,813.558334,903.405192,83.378724,-9.027685,-3.140091,0.000134,5.887595,1162.461097,186.309305,0.000614,1.122237,6.239415
9.780000,814.381792,903.274361,83.378586,-9.027671,-3.140089,0.000154,5.887582,1162.469649,186.310779,0.000610,1.122252,6.239412
